TARGET_CLASS,configuration_id,criterion,ctg_min_time_per_job,ctg_schedule,search_budget,p_object_pool,ctg_time_per_class,Size,Length,Total_Time,Random_Seed,LineCoverage,LineCoverageBitString,BranchCoverage,BranchCoverageBitString,ExceptionCoverage,ExceptionCoverageBitString,Explicit_MethodExceptions,Explicit_TypeExceptions,Implicit_MethodExceptions,Implicit_TypeExceptions,WeakMutationScore,WeakMutationCoverageBitString,OutputCoverage,OutputCoverageBitString,MethodCoverage,MethodCoverageBitString,MethodNoExceptionCoverage,MethodNoExceptionCoverageBitString,CBranchCoverage,CBranchCoverageBitString
TCG.WBS,default,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,1,BUDGET,95,0.3,3,9,19,115359,1594925319825,0.7636363636363637,11111111100000001011111111111111111111000110111011000101010101101111011011111111111011111111110111111111101111,0.6274509803921569,110111111111111101111000101000100101001010101001111010011101110111011101111111110111111111010000000000,1.0,11,0,0,2,1,0.37595907928388744,1111111111111111001011111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111101111111110000000011111101100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000111111111111111,1.0,,1.0,1111,0.5,1001,0.6274509803921569,111011111111111110000110110100100101000101011001111001101111101110110110111111110111111111010000000000
